wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,color_high,color_low,wing_high,wing_low,wing_rel,color_rel,tail_rel,tail_high,tail_low,participant_id,food_image_file,images_list,testing_categories
N,Y,C,N_Y_C.png,training,1,1,8,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,63,8_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,Y,C,T_Y_C.png,training,1,2,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,63,5_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,Y,S,N_Y_S.png,training,1,3,7,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,63,7_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,B,S,N_B_S.png,training,1,4,6,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,63,6_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,B,S,T_B_S.png,training,1,5,2,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,63,2_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,Y,S,T_Y_S.png,training,1,6,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,63,5_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,B,C,N_B_C.png,training,1,7,6,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,63,6_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,B,C,T_B_C.png,training,1,8,2,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,63,2_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,B,S,T_B_S.png,training,2,9,5,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,63,5_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,Y,S,N_Y_S.png,training,2,10,7,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,63,7_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,Y,C,T_Y_C.png,training,2,11,3,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,63,3_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,Y,C,N_Y_C.png,training,2,12,6,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,63,6_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,B,C,N_B_C.png,training,2,13,4,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,63,4_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,Y,S,T_Y_S.png,training,2,14,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,63,5_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,B,C,T_B_C.png,training,2,15,3,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,63,3_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,B,S,N_B_S.png,training,2,16,6,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,63,6_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,B,S,N_B_S.png,training,3,17,7,medium,color,wing,tail,Y,B,N,T,H2,L1,I2,S,C,63,7_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,Y,C,N_Y_C.png,training,3,18,8,high,color,wing,tail,Y,B,N,T,H2,H1,I1,S,C,63,8_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,Y,S,N_Y_S.png,training,3,19,7,high,color,wing,tail,Y,B,N,T,H2,H1,I2,S,C,63,7_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,Y,S,T_Y_S.png,training,3,20,4,medium,color,wing,tail,Y,B,N,T,L2,H1,I2,S,C,63,4_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
N,B,C,N_B_C.png,training,3,21,3,medium,color,wing,tail,Y,B,N,T,H2,L1,I1,S,C,63,3_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,B,C,T_B_C.png,training,3,22,3,low,color,wing,tail,Y,B,N,T,L2,L1,I1,S,C,63,3_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,Y,C,T_Y_C.png,training,3,23,5,medium,color,wing,tail,Y,B,N,T,L2,H1,I1,S,C,63,5_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
T,B,S,T_B_S.png,training,3,24,2,low,color,wing,tail,Y,B,N,T,L2,L1,I2,S,C,63,2_food.png,"Resources/N_B_C.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_Y_S.png,Resources/T_B_S.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_B_S.png","medium,high,low,high,low,medium,medium,medium"
